Strategy,Return %,Buy & Hold %,Max DD %,Sharpe,Sortino,Expo %,EV %,Trades,Data,Time
RegressionBreakout,3.93,292.69,-3.99,0.399,0.611,15.61,2.772,23,SOL-1d-1000wks,01-10-2027 16:37
RegressionBreakout,25.11,410.61,-9.25,0.668,1.256,22.66,0.084,583,SOL-1h-250wks,01-10-2027 16:37
RegressionBreakout,22.41,"13,579",-8,0.632,0.953,20.66,4.248,84,ETH-1d-1000wks,01-10-2027 16:37
RegressionBreakout,38.89,547.15,-5.47,1.08,2.111,22.46,1.563,182,ETH-6h-400wks,01-10-2027 16:37
RegressionBreakout,38.13,957.6,-10.55,0.801,1.578,22.66,0.123,659,ETH-1h-250wks,01-10-2027 16:37
RegressionBreakout,22.38,"29,373",-12.99,0.522,0.819,16.51,1.553,90,BTC-1d-1000wks,01-10-2027 16:37
RegressionBreakout,25.99,"33,600",-36.41,0.282,0.433,17.87,0.31,349,BTC-6h-1000wks,01-10-2027 16:37
RegressionBreakout,15.22,"36,242",-36.45,0.178,0.268,17.76,0.157,338,BTC-6h-500wks,01-10-2027 16:37
RegressionBreakout,7.46,73.38,-7.47,0.701,1.025,37.42,0.308,189,TSLA-hourly,01-10-2027 16:31
RegressionBreakout,1.83,-7.67,-5.08,0.785,1.34,34.57,-0.014,122,TSLA-5m-30D,01-10-2027 16:31
RegressionSqueeze,1.23,73.38,-4.83,0.233,0.377,30.23,0.151,48,TSLA-hourly,01-10-2027 16:37
RegressionSqueeze,2.35,106.06,-2.74,0.553,1.029,33.31,0.118,44,GOOG-hourly,01-10-2027 16:37
RegressionSqueeze,1.4,426.02,-2.46,0.274,0.41,7.17,0.804,21,SOL-6h-400wks,01-10-2027 16:37
RegressionSqueeze,15.95,410.61,-6.63,0.704,1.185,34.17,0.297,521,SOL-1h-250wks,01-10-2027 16:37
RegressionSqueeze,1.23,37.98,-0.33,4.01,-,0.11,2.669,3,SOL-1m-8wks,01-10-2027 16:37
RegressionSqueeze,2.9,547.15,-4.81,0.187,0.303,18.61,0.449,103,ETH-6h-400wks,01-10-2027 16:37
RegressionSqueeze,15.27,957.6,-4.57,0.624,1.058,32.73,0.183,577,ETH-1h-250wks,01-10-2027 16:37
RegressionSqueeze,8.33,257.48,-2.96,0.71,1.239,9.87,0.142,365,ETH-15m-150wks,01-10-2027 16:37
RegressionSqueeze,1.39,249.6,-0.25,1.239,4.41,4.71,24.778,1,BTC-1d-100wks,01-10-2027 16:37
RegressionSqueeze,8.8,"29,373",-1.75,0.889,1.739,5.52,7.838,11,BTC-1d-1000wks,01-10-2027 16:37
RegressionSqueeze,7.02,"33,600",-7.14,0.254,0.401,23.1,0.111,171,BTC-6h-1000wks,01-10-2027 16:37
RegressionSqueeze,6.51,"36,242",-7.12,0.241,0.377,22.92,0.094,166,BTC-6h-500wks,01-10-2027 16:37
RegressionSqueeze,19.26,"36,115",-20.93,0.331,0.556,25.61,0.079,950,BTC-1h-500wks,01-10-2027 16:37
RegressionSqueeze,4.67,490.65,-2.47,0.606,0.983,5.95,0.073,206,BTC-15m-150wks,01-10-2027 16:37
RegressionSqueeze,7.32,73.38,-3.65,0.81,1.359,35.35,0.567,57,TSLA-hourly,01-10-2027 16:31
RegressionSqueeze,1.39,48.21,-1.35,0.322,0.521,4.8,0.186,34,AAPL-15m-3Y,01-10-2027 16:31
RegressionSqueeze,8.46,"1,421",-3.3,0.463,0.814,4.4,0.263,125,AAPL-15m-12Y,01-10-2027 16:31
RegressionSqueeze,27.97,426.02,-4.65,1.52,2.8,19.83,3.82,66,SOL-6h-400wks,01-10-2027 16:31
RegressionSqueeze,34.74,410.61,-7.76,0.833,1.518,30.31,0.404,511,SOL-1h-250wks,01-10-2027 16:31
RegressionSqueeze,3.76,"13,579",-3.35,0.311,0.523,3,4.985,7,ETH-1d-1000wks,01-10-2027 16:31
RegressionSqueeze,34.05,547.15,-5.73,0.818,1.481,26.93,1.206,168,ETH-6h-400wks,01-10-2027 16:31
RegressionSqueeze,29.44,957.6,-9.79,0.731,1.302,23.57,0.276,453,ETH-1h-250wks,01-10-2027 16:31
RegressionSqueeze,5.83,257.48,-4.5,0.433,0.777,3.46,0,156,ETH-15m-150wks,01-10-2027 16:31
RegressionSqueeze,1.39,249.6,-1.77,0.366,0.584,14.86,2.408,6,BTC-1d-100wks,01-10-2027 16:31
RegressionSqueeze,17.89,"29,373",-4.01,0.657,1.304,9.81,3.626,24,BTC-1d-1000wks,01-10-2027 16:31
RegressionSqueeze,20.68,"33,600",-15.91,0.329,0.513,26.68,0.26,224,BTC-6h-1000wks,01-10-2027 16:31
RegressionSqueeze,19.99,"36,242",-15.95,0.324,0.504,26.72,0.268,220,BTC-6h-500wks,01-10-2027 16:31
RegressionSqueeze,19.55,"36,115",-22.42,0.241,0.38,17.84,0.094,712,BTC-1h-500wks,01-10-2027 16:31
RegressiveChannel,24.92,73.38,-21.54,0.638,0.926,21.35,1.303,47,TSLA-hourly,01-10-2027 16:52
RegressiveChannel,6.5,48.21,-3.9,0.532,0.912,1.16,0.601,12,AAPL-15m-3Y,01-10-2027 16:52
RegressiveChannel,18.39,292.69,-10.89,0.537,0.884,18.59,4.487,26,SOL-1d-1000wks,01-10-2027 16:52
RegressiveChannel,52.78,426.02,-11.27,0.957,1.945,22.59,2.795,91,SOL-6h-400wks,01-10-2027 16:52
RegressiveChannel,58.39,"13,579",-16.65,0.442,0.719,19.28,2.601,69,ETH-1d-1000wks,01-10-2027 16:52
RegressiveChannel,91.77,547.15,-11.99,0.771,1.454,22.02,0.949,163,ETH-6h-400wks,01-10-2027 16:52
RegressiveChannel,97.4,957.6,-18.64,0.624,1.411,16.39,0.168,444,ETH-1h-250wks,01-10-2027 16:52
RegressiveChannel,7.37,257.48,-24.21,0.163,0.297,2.14,0.057,152,ETH-15m-150wks,01-10-2027 16:52
RegressiveChannel,4.62,249.6,-8.7,0.466,0.786,20.14,1.655,10,BTC-1d-100wks,01-10-2027 16:52
RegressiveChannel,86.24,"29,373",-13.73,0.593,0.958,17.19,2.456,72,BTC-1d-1000wks,01-10-2027 16:52
RegressiveChannel,17.25,"33,600",-43.62,0.086,0.125,14.35,0.161,238,BTC-6h-1000wks,01-10-2027 16:52
RegressiveChannel,11.79,"36,242",-43.58,0.061,0.089,14.35,0.135,232,BTC-6h-500wks,01-10-2027 16:52
RegressiveChannel,1.54,127.77,-8.62,0.211,0.374,0.46,0.079,9,BTC-USD-15m.csv,01-10-2027 16:52
RegressiveChannel,1.9,73.38,-14.91,0.087,0.111,21.14,0.307,62,TSLA-hourly,01-10-2027 16:49
RegressiveChannel,9.62,-40.88,-4.46,0.639,1.214,21.4,0.28,68,NVDA-hourly,01-10-2027 16:49
RegressiveChannel,1.8,292.69,-8.64,0.079,0.117,14.76,0.848,32,SOL-1d-1000wks,01-10-2027 16:49
RegressiveChannel,33.3,426.02,-5.79,1.018,2.192,20.53,1.912,113,SOL-6h-400wks,01-10-2027 16:49
RegressiveChannel,5.02,37.98,-0.43,3.398,-,0.03,1.824,3,SOL-1m-8wks,01-10-2027 16:49
RegressiveChannel,19.65,"13,579",-10.62,0.28,0.418,16.43,1.125,91,ETH-1d-1000wks,01-10-2027 16:49
RegressiveChannel,25.52,547.15,-11.8,0.455,0.795,18.12,0.25,198,ETH-6h-400wks,01-10-2027 16:49
RegressiveChannel,9.13,957.6,-26.47,0.136,0.238,15.97,-0.031,604,ETH-1h-250wks,01-10-2027 16:49
RegressiveChannel,2.29,249.6,-3.47,0.428,0.683,14.71,1.233,9,BTC-1d-100wks,01-10-2027 16:49
RegressiveChannel,27.45,"33,600",-21.69,0.184,0.289,13.84,0.134,353,BTC-6h-1000wks,01-10-2027 16:49
RegressiveChannel,20.7,"36,242",-21.7,0.145,0.226,13.89,0.126,346,BTC-6h-500wks,01-10-2027 16:49
RegressiveChannel,1.9,73.38,-8.53,0.146,0.199,50.87,0.274,105,TSLA-hourly,01-10-2027 16:47
RegressiveChannel,6.88,-7.67,-5.88,1.327,3.514,47.82,0.053,71,TSLA-5m-30D,01-10-2027 16:47
RegressiveChannel,25.97,"1,421",-29.95,0.199,0.316,40.89,0.011,2037,AAPL-15m-12Y,01-10-2027 16:47
RegressiveChannel,17.6,292.69,-4.33,1.089,1.966,54.65,10.397,48,SOL-1d-1000wks,01-10-2027 16:47
RegressiveChannel,28.07,426.02,-5.51,1.132,2.108,49.39,1.588,193,SOL-6h-400wks,01-10-2027 16:47
RegressiveChannel,19.68,"13,579",-4.84,0.577,0.856,56.63,4.01,117,ETH-1d-1000wks,01-10-2027 16:47
RegressiveChannel,91.31,547.15,-6.1,1.412,2.99,44.29,1.523,325,ETH-6h-400wks,01-10-2027 16:47
RegressiveChannel,1.75,249.6,-2.53,0.338,0.495,46,0.442,23,BTC-1d-100wks,01-10-2027 16:47
RegressiveChannel,51.41,"29,373",-6.1,0.895,1.488,55.17,2.855,121,BTC-1d-1000wks,01-10-2027 16:47
RegressiveChannel,78.11,"33,600",-13.85,0.737,1.295,52.6,0.393,500,BTC-6h-1000wks,01-10-2027 16:47
RegressiveChannel,73.08,"36,242",-13.78,0.721,1.254,52.4,0.386,488,BTC-6h-500wks,01-10-2027 16:47
RegressiveChannel,10.72,"36,115",-60.68,0.062,0.115,47.1,-0.087,2735,BTC-1h-500wks,01-10-2027 16:47
RelationalArbitrage,1.47,73.38,-5.65,0.205,0.257,3.32,0.632,6,TSLA-hourly,01-10-1931 12:08
RelationalArbitrage,7.6,-40.88,-3.2,0.946,2.817,1.72,7.295,3,NVDA-hourly,01-10-1931 12:08
RelationalArbitrage,4.19,106.06,-2.67,0.689,1.434,3.09,1.585,4,GOOG-hourly,01-10-1931 12:08
RelationalArbitrage,4.12,22.99,-0.57,1.777,8.071,3.83,2.442,2,NQ-4h-10Y,01-10-1931 12:08
RelationalArbitrage,4.12,22.99,-0.57,1.777,8.071,3.83,2.442,2,ES-4h-10Y,01-10-1931 12:08
RelationalArbitrage,2.37,-7.67,-0.89,1.942,11.566,0.51,2.579,1,TSLA-5m-30D,01-10-1931 12:08
RelationalArbitrage,5.12,"1,421",-7.54,0.113,0.173,1.54,0.207,40,AAPL-15m-12Y,01-10-1931 12:08
RelationalArbitrage,1.58,292.69,-2.14,0.346,0.617,3.9,3.602,4,SOL-1d-1000wks,01-10-1931 12:08
RelationalArbitrage,6.69,426.02,-2.43,0.71,1.31,2.09,4.399,6,SOL-6h-400wks,01-10-1931 12:08
RelationalArbitrage,10.63,410.61,-10.36,0.324,0.445,3.58,0.509,62,SOL-1h-250wks,01-10-1931 12:08
RelationalArbitrage,12.68,957.6,-16.69,0.311,0.424,3.36,0.728,62,ETH-1h-250wks,01-10-1931 12:08
RelationalArbitrage,13.71,257.48,-7.65,0.807,1.213,0.9,0.447,41,ETH-15m-150wks,01-10-1931 12:08
RelationalArbitrage,15,"33,600",-5.75,0.463,0.75,3.57,2.74,24,BTC-6h-1000wks,01-10-1931 12:08
RelationalArbitrage,15,"36,242",-5.75,0.468,0.758,3.64,2.74,24,BTC-6h-500wks,01-10-1931 12:08
RelationalArbitrage,1.91,145.36,-2.57,0.725,1.302,0.11,0.059,7,BTC-5m-70wks,01-10-1931 12:08
RelationalArbitrage,6.58,-40.88,-42.41,0.07,0.163,54.54,0.866,93,NVDA-hourly,01-10-1931 12:07
RelationalArbitrage,6.05,22.99,-3.14,1.04,1.853,28,0.754,9,NQ-4h-10Y,01-10-1931 12:07
RelationalArbitrage,6.05,22.99,-3.14,1.04,1.853,28,0.754,9,ES-4h-10Y,01-10-1931 12:07
RelationalArbitrage,3.84,-7.67,-3.84,1.847,4.45,7.22,0.442,10,TSLA-5m-30D,01-10-1931 12:07
RelationalArbitrage,288.14,730.52,-25.42,1.255,3.864,16.29,0.31,639,SOL-15m-100wks,01-10-1931 12:07
RelationalArbitrage,2.31,37.98,-1.71,2.306,-,0.03,1.371,2,SOL-1m-8wks,01-10-1931 12:07
RelationalArbitrage,3.03,145.36,-14.46,0.153,0.193,0.93,0.124,69,BTC-5m-70wks,01-10-1931 12:07
RelationalTailoring,3.84,73.38,-2.04,0.629,1.793,3.87,1.922,10,TSLA-hourly,01-10-2028 11:36
RelationalTailoring,1.36,-40.88,-2.51,0.401,0.573,3.9,0.864,8,NVDA-hourly,01-10-2028 11:36
RelationalTailoring,1.1,-7.67,-0.63,2.499,8.663,4.23,1.1,5,TSLA-5m-30D,01-10-2028 11:36
RelationalTailoring,1.89,292.69,-4.81,0.153,0.292,0.99,5.02,2,SOL-1d-1000wks,01-10-2028 11:36
RelationalTailoring,8.3,426.02,-3.24,0.774,1.804,1.06,5.847,7,SOL-6h-400wks,01-10-2028 11:36
RelationalTailoring,2.17,410.61,-4.9,0.181,0.318,1.44,0.417,29,SOL-1h-250wks,01-10-2028 11:36
RelationalTailoring,1.21,"13,579",-2.71,0.063,0.093,1.16,1.178,5,ETH-1d-1000wks,01-10-2028 11:36
ResonantBounce,13.51,-40.88,-2.33,1.862,4.485,7.13,3.067,12,NVDA-hourly,01-10-1930 09:08
ResonantBounce,1.45,106.06,-1.74,0.409,0.675,4.54,1.053,5,GOOG-hourly,01-10-1930 09:08
ResonantBounce,3.84,426.02,-5.31,0.385,0.624,3.52,3.198,14,SOL-6h-400wks,01-10-1930 09:08
ResonantBounce,14.3,37.98,-5.68,2.85,14.41,15.21,0.86,32,SOL-1m-8wks,01-10-1930 09:08
ResonantBounce,4.02,547.15,-1.86,0.445,0.706,0.66,11.939,2,ETH-6h-400wks,01-10-1930 09:08
ResonantBounce,4.32,"29,373",0,0.5,-,0.08,15.361,1,BTC-1d-1000wks,01-10-1930 09:08
RetracementBreakout,6.27,-40.88,-7.03,0.406,0.667,10.89,0.773,29,NVDA-hourly,11-07-2025 09:48
RetracementBreakout,4.24,106.06,-7.93,0.298,0.403,7.37,0.299,18,GOOG-hourly,11-07-2025 09:48
RetracementBreakout,27.69,547.15,-9.33,0.568,1.059,5.51,0.608,63,ETH-6h-400wks,11-07-2025 09:48
RetracementBreakout,9.08,957.6,-23.43,0.137,0.256,6.61,-0.118,235,ETH-1h-250wks,11-07-2025 09:48
RetracementBreakout,7.24,257.48,-7.4,0.458,0.801,0.61,0.275,46,ETH-15m-150wks,11-07-2025 09:48
RetracementBreakout,2.23,490.65,-4.4,0.294,0.519,0.33,0.097,22,BTC-15m-150wks,11-07-2025 09:48
RetracementBreakout,14,73.38,-5.89,1.087,2.144,15.58,1.077,40,TSLA-hourly,11-07-2025 09:48
RetracementBreakout,1.08,-40.88,-8.1,0.077,0.106,21.03,0.152,51,NVDA-hourly,11-07-2025 09:48
RetracementBreakout,3.63,-7.67,-5.96,1.838,4.549,22.48,0.33,18,TSLA-5m-30D,11-07-2025 09:48
RetracementBreakout,2.53,48.21,-11.08,0.115,0.189,9.32,0.023,104,AAPL-15m-3Y,11-07-2025 09:48
RetracementBreakout,27.16,"1,421",-11.08,0.327,0.53,6.97,0.091,321,AAPL-15m-12Y,11-07-2025 09:48
RetracementBreakout,3.21,426.02,-5.69,0.149,0.236,23.16,0.025,82,SOL-6h-400wks,11-07-2025 09:48
RetracementBreakout,8.03,547.15,-14.58,0.203,0.334,18.44,0.101,143,ETH-6h-400wks,11-07-2025 09:48
RetracementBreakout,29.63,957.6,-16.3,0.448,0.825,19.58,0.055,511,ETH-1h-250wks,11-07-2025 09:48
RetracementBreakout,3.18,249.6,-1.55,0.713,1.484,15.86,1.364,8,BTC-1d-100wks,11-07-2025 09:48
ScenarioDifferentiation,21.84,-40.88,-2.56,1.895,4.31,8.07,0.716,56,NVDA-hourly,01-10-2028 11:36
ScenarioDifferentiation,25.86,410.61,-21.4,0.479,0.889,7.76,0.083,615,SOL-1h-250wks,01-10-2028 11:36
ScenarioDifferentiation,5.46,"13,579",-12.39,0.114,0.149,2.7,0.266,39,ETH-1d-1000wks,01-10-2028 11:36
ScenarioDifferentiation,2.25,249.6,-3.49,0.279,0.432,5.14,0.427,11,BTC-1d-100wks,01-10-2028 11:36
ScenarioDifferentiation,18.27,"33,600",-13.65,0.22,0.299,6.81,0.17,222,BTC-6h-1000wks,01-10-2028 11:36
ScenarioDifferentiation,15.25,"36,242",-13.67,0.189,0.255,6.84,0.148,218,BTC-6h-500wks,01-10-2028 11:36
SeasonalDividend,1.86,106.06,-0.48,0.738,2.04,5.65,1.85,8,GOOG-hourly,01-10-1931 12:10
SeasonalDividend,1.11,292.69,-1.95,0.277,0.425,0.71,2.305,4,SOL-1d-1000wks,01-10-1931 12:10
SeasonalDividend,10.96,"13,579",-2.37,0.745,1.822,1.23,4.834,19,ETH-1d-1000wks,01-10-1931 12:10
SeasonalDividend,1.77,957.6,-3.43,0.26,0.373,3.94,0.201,72,ETH-1h-250wks,01-10-1931 12:10
SeasonalDividend,2.05,"33,600",-4.79,0.168,0.229,3.69,0.316,53,BTC-6h-1000wks,01-10-1931 12:10
SeasonalDividend,1.36,"36,242",-4.79,0.114,0.154,3.66,0.226,50,BTC-6h-500wks,01-10-1931 12:10
SeasonalRetail,4.71,"1,421",-4.07,0.301,0.425,2.65,1.574,12,AAPL-15m-12Y,01-10-1931 12:11
SeasonalRetail,14.34,"13,579",-5.18,0.395,1.095,1.16,6.202,9,ETH-1d-1000wks,01-10-1931 12:11
SeasonalRetail,1.59,"29,373",-4.41,0.094,0.134,1.27,0.759,9,BTC-1d-1000wks,01-10-1931 12:11
SeasonalSurge,10.47,73.38,-6.87,0.564,0.969,4.83,2.588,20,TSLA-hourly,01-10-1931 12:19
SeasonalSurge,4.37,-40.88,-5.57,0.404,0.625,3.26,1.942,9,NVDA-hourly,01-10-1931 12:19
SeasonalSurge,6.9,426.02,-4.2,0.459,0.934,1.88,2.516,25,SOL-6h-400wks,01-10-1931 12:19
SeasonalSurge,35.44,410.61,-14.49,0.69,1.358,2.66,1.947,89,SOL-1h-250wks,01-10-1931 12:19
SeasonalSurge,5.06,730.52,-7.56,0.438,0.665,0.18,1.415,10,SOL-15m-100wks,01-10-1931 12:19
SeasonalSurge,12.62,"13,579",-5.06,0.283,0.435,1.84,2.431,28,ETH-1d-1000wks,01-10-1931 12:19
SeasonalSurge,22.12,547.15,-8.92,0.591,1.061,2.96,3.314,48,ETH-6h-400wks,01-10-1931 12:19
SeasonalSurge,8.65,957.6,-9.63,0.232,0.401,1.92,1.231,50,ETH-1h-250wks,01-10-1931 12:19
SeasonalSurge,9.21,257.48,-4.08,0.69,2.252,0.18,1.953,11,ETH-15m-150wks,01-10-1931 12:19
SeasonalSurge,16.69,"29,373",-8.09,0.314,0.491,2.93,1.839,37,BTC-1d-1000wks,01-10-1931 12:19
SeasonalSurge,68.16,"33,600",-14.98,0.585,0.942,3.03,2.303,86,BTC-6h-1000wks,01-10-1931 12:19
SeasonalSurge,68.16,"36,242",-14.98,0.59,0.951,3.09,2.303,86,BTC-6h-500wks,01-10-1931 12:19
SeasonalSurge,25.3,"36,115",-12.63,0.373,0.715,0.2,2.778,29,BTC-1h-500wks,01-10-1931 12:19
SeasonalSurge,1.74,490.65,-3.26,0.3,0.691,0.06,2.06,4,BTC-15m-150wks,01-10-1931 12:19
SeasonalSurge,1.28,127.77,-3.5,0.394,0.801,0.2,1.902,4,BTC-USD-15m.csv,01-10-1931 12:19
SeasonalSurge,1.15,-40.88,-4.15,0.189,0.313,2.27,1.713,9,NVDA-hourly,01-10-1931 12:15
SeasonalSurge,5.92,426.02,-2.46,0.515,1.19,1.98,6.397,45,SOL-6h-400wks,01-10-1931 12:15
SeasonalSurge,41.93,410.61,-10.47,0.85,1.838,2.41,6.67,151,SOL-1h-250wks,01-10-1931 12:15
SeasonalSurge,7.03,730.52,-3.01,0.672,2.813,0.08,4.843,13,SOL-15m-100wks,01-10-1931 12:15
SeasonalSurge,11.69,"13,579",-9.99,0.275,0.441,2.3,4.659,31,ETH-1d-1000wks,01-10-1931 12:15
SeasonalSurge,1.79,547.15,-5.48,0.071,0.1,2.4,5.619,53,ETH-6h-400wks,01-10-1931 12:15
SeasonalSurge,5.45,957.6,-10.57,0.183,0.365,1.2,4.541,43,ETH-1h-250wks,01-10-1931 12:15
SeasonalSurge,10.66,257.48,-3.14,0.72,12.655,0.19,6.697,14,ETH-15m-150wks,01-10-1931 12:15
SeasonalSurge,1.55,249.6,-0.66,0.534,1.772,4.43,5.583,5,BTC-1d-100wks,01-10-1931 12:15
SeasonalSurge,6.51,"29,373",-7.58,0.182,0.264,2.4,4.719,27,BTC-1d-1000wks,01-10-1931 12:15
SeasonalSurge,52.12,"33,600",-14.73,0.635,1.087,2.69,5.955,104,BTC-6h-1000wks,01-10-1931 12:15
SeasonalSurge,52.12,"36,242",-14.73,0.641,1.097,2.74,5.955,104,BTC-6h-500wks,01-10-1931 12:15
SeasonalSurge,6.41,73.38,-6.36,0.571,1.141,7.25,0.948,25,TSLA-hourly,01-10-1931 12:14
SeasonalSurge,2.17,48.21,-1.85,0.345,0.562,3.84,0.12,46,AAPL-15m-3Y,01-10-1931 12:14
SeasonalSurge,2.66,"1,421",-6.6,0.098,0.139,4.4,0.035,214,AAPL-15m-12Y,01-10-1931 12:14
SeasonalSurge,6.89,292.69,-3.03,0.473,1.295,1.99,14.392,21,SOL-1d-1000wks,01-10-1931 12:14
SeasonalSurge,46.98,410.61,-7.13,1.113,2.565,4.04,1.187,155,SOL-1h-250wks,01-10-1931 12:14
SeasonalSurge,3.62,730.52,-8.26,0.234,0.371,4.27,0.039,258,SOL-15m-100wks,01-10-1931 12:14
SeasonalSurge,1.8,547.15,-16.65,0.051,0.071,2.78,0.867,56,ETH-6h-400wks,01-10-1931 12:14
SeasonalSurge,21.87,957.6,-4.61,0.814,1.679,3.97,0.378,154,ETH-1h-250wks,01-10-1931 12:14
SeasonalSurge,6.15,249.6,-3.73,0.682,1.23,8.71,6.348,11,BTC-1d-100wks,01-10-1931 12:14
SeasonalSurge,20.26,"29,373",-14.74,0.282,0.46,5.24,5.248,46,BTC-1d-1000wks,01-10-1931 12:14
SeasonalSurge,42.32,"33,600",-8.71,0.668,1.143,4.38,7.306,113,BTC-6h-1000wks,01-10-1931 12:14
SeasonalSurge,42.32,"36,242",-8.71,0.674,1.154,4.46,7.306,113,BTC-6h-500wks,01-10-1931 12:14
SeasonalSurge,67.76,"36,115",-10.75,0.93,1.957,5.08,1.225,418,BTC-1h-500wks,01-10-1931 12:14
SeasonalSurge,1.45,490.65,-5.36,0.117,0.241,3.51,0.094,321,BTC-15m-150wks,01-10-1931 12:14
SequentialWeighting,2.1,-40.88,-1.48,0.624,3.48,0.47,0.552,9,NVDA-hourly,11-04-2025 11:12
SequentialWeighting,1.55,426.02,-2.06,0.207,0.455,0.41,0.556,15,SOL-6h-400wks,11-04-2025 11:12
SequentialWeighting,10.92,957.6,-6.1,0.516,1.082,0.64,0.166,141,ETH-1h-250wks,11-04-2025 11:12
SequentialWeighting,1.53,490.65,-3.46,0.257,0.413,0.46,-0.023,240,BTC-15m-150wks,11-04-2025 11:12
SequentialWeighting,3.17,73.38,-3.83,0.341,1.081,1.02,0.959,16,TSLA-hourly,11-04-2025 11:11
SequentialWeighting,7.46,426.02,-3.55,0.616,1.464,1.72,0.738,55,SOL-6h-400wks,11-04-2025 11:11
SequentialWeighting,14.67,547.15,-7.09,0.355,0.721,1.59,0.482,91,ETH-6h-400wks,11-04-2025 11:11
SequentialWeighting,15.71,957.6,-9.77,0.4,0.92,1.87,0.025,414,ETH-1h-250wks,11-04-2025 11:11
SequentialWeighting,2.28,73.38,-2.72,0.344,0.872,1.78,0.527,25,TSLA-hourly,11-04-2025 11:10
SequentialWeighting,3.1,-40.88,-1.77,0.657,1.405,2.74,0.364,48,NVDA-hourly,11-04-2025 11:10
SequentialWeighting,2.67,957.6,-10.87,0.1,0.182,2.44,0.013,530,ETH-1h-250wks,11-04-2025 11:10
SequentialWeighting,1.61,-40.88,-1.02,0.773,1.44,3.17,0.36,54,NVDA-hourly,11-04-2025 11:09
SequentialWeighting,1.82,106.06,-1.03,0.652,1.824,2.45,0.266,38,GOOG-hourly,11-04-2025 11:09
SequentialWeighting,1.39,106.06,-4.72,0.23,0.487,5.79,0.021,99,GOOG-hourly,11-04-2025 11:04
SequentialWeighting,5.61,48.21,-9.58,0.324,0.601,5.78,0.008,590,AAPL-15m-3Y,11-04-2025 11:04
SequentialWeighting,3.21,410.61,-12.02,0.089,0.16,6.67,-0.012,1279,SOL-1h-250wks,11-04-2025 11:04
SequentialWeighting,5.87,547.15,-13.12,0.175,0.309,8.01,0.248,474,ETH-6h-400wks,11-04-2025 11:04
SequentialWeighting,4.29,249.6,-2.37,0.582,1.208,14.43,0.524,52,BTC-1d-100wks,11-04-2025 11:04
SigmaSqueeze,11.23,73.38,-10.52,0.479,0.846,8.5,0.845,34,TSLA-hourly,01-10-2028 10:28
SigmaSqueeze,13.43,-40.88,-6.65,0.756,1.391,9.9,1.027,27,NVDA-hourly,01-10-2028 10:28
SigmaSqueeze,16.24,106.06,-4,1.145,2.974,4.34,3.33,5,GOOG-hourly,01-10-2028 10:28
SigmaSqueeze,2.15,"1,421",-5.22,0.064,0.102,0.69,0.273,17,AAPL-15m-12Y,01-10-2028 10:28
SigmaSqueeze,2.87,426.02,-2.56,0.301,0.467,1.42,0.086,35,SOL-6h-400wks,01-10-2028 10:28
SigmaSqueeze,17.49,"13,579",-13.81,0.185,0.269,4.47,1.253,69,ETH-1d-1000wks,01-10-2028 10:28
SigmaSqueeze,5.47,547.15,-8.25,0.204,0.352,1.86,-0.344,57,ETH-6h-400wks,01-10-2028 10:28
SigmaSqueeze,48.8,"29,373",-14.21,0.381,0.677,3.55,2.082,59,BTC-1d-1000wks,01-10-2028 10:28
SigmaSqueeze,7.64,"33,600",-28.33,0.061,0.081,2.59,0.262,130,BTC-6h-1000wks,01-10-2028 10:28
SigmaSqueeze,5.69,"36,242",-28.32,0.046,0.061,2.64,0.244,130,BTC-6h-500wks,01-10-2028 10:28
SigmaSqueeze,65.85,"36,115",-11.87,0.676,1.427,0.76,1.024,72,BTC-1h-500wks,01-10-2028 10:28
SigmaSqueeze,28.07,490.65,-4.87,1.124,5.627,0.5,2.771,10,BTC-15m-150wks,01-10-2028 10:28
SigmaSqueeze,6.12,127.77,-3.44,1.228,9.72,0.6,3.126,2,BTC-USD-15m.csv,01-10-2028 10:28
SigmaSqueeze,27.51,73.38,-13.22,0.965,2.057,17.33,1.864,38,TSLA-hourly,01-10-2028 10:27
SigmaSqueeze,18.4,-40.88,-11.86,0.866,1.388,16.83,1.02,31,NVDA-hourly,01-10-2028 10:27
SigmaSqueeze,25.19,106.06,-7.18,1.397,3.006,12.55,2.725,13,GOOG-hourly,01-10-2028 10:27
SigmaSqueeze,5.09,22.99,-1.75,1.724,6.986,4.35,5.425,1,NQ-4h-10Y,01-10-2028 10:27
SigmaSqueeze,5.09,22.99,-1.75,1.724,6.986,4.35,5.425,1,ES-4h-10Y,01-10-2028 10:27
SigmaSqueeze,2.94,-7.67,-3.35,1.826,6.238,6.37,1.63,3,TSLA-5m-30D,01-10-2028 10:27
SigmaSqueeze,5.36,48.21,-11.51,0.238,0.363,12.55,0.38,24,AAPL-15m-3Y,01-10-2028 10:27
SigmaSqueeze,19.83,"1,421",-19.79,0.194,0.284,12.28,0.202,105,AAPL-15m-12Y,01-10-2028 10:27
SigmaSqueeze,7.73,292.69,-4.95,0.29,0.512,1.77,1.211,9,SOL-1d-1000wks,01-10-2028 10:27
SigmaSqueeze,10.21,410.61,-36.08,0.101,0.157,18.13,0.181,373,SOL-1h-250wks,01-10-2028 10:27
SigmaSqueeze,4.46,730.52,-12.44,0.166,0.255,2.55,0.148,53,SOL-15m-100wks,01-10-2028 10:27
